time,cmd_linear,cmd_angular,pos_x,pos_y,pos_z
1779604795.0179198,0.3,0.2,1.0,0.0,0.0
1779605090.6114893,0.3,0.2,1.0,0.0,0.0
1779605093.2331495,0.3,0.2,1.0,0.0,0.0
1779605094.9892185,0.3,0.2,1.0,0.0,0.0
1779605096.6078677,0.3,0.2,1.0,0.0,0.0
1779605098.04057,0.3,0.2,1.0,0.0,0.0
1779605099.6816313,0.3,0.2,1.0,0.0,0.0
