time,waypoint_index,distance_error,angle_error
1780398890.2951334,0,3.605551275463989,0.5880026035475675
1780398890.394961,0,3.605551275463989,0.5880026035475675
1780398890.4950855,0,3.605551275463989,0.5880026035475675
1780398890.595019,0,3.605551275463989,0.5880026035475675
1780398890.6950939,0,3.605551275463989,0.5880026035475675
1780398890.7950418,0,3.605551275463989,0.5880026035475675
1780398890.8950727,0,3.605551275463989,0.5880026035475675
1780398890.9950562,0,3.605551275463989,0.5880026035475675
1780398891.0952048,0,3.605551275463989,0.5880026035475675
1780398891.1950743,0,3.605551275463989,0.5880026035475675
1780398891.2950635,0,3.605551275463989,0.5880026035475675
1780398891.3950815,0,3.605551275463989,0.5880026035475675
1780398891.4954772,0,3.605551275463989,0.5880026035475675
1780398891.595103,0,3.605551275463989,0.5880026035475675
1780398891.6965318,0,3.605551275463989,0.5880026035475675
1780398891.7950866,0,3.605551275463989,0.5880026035475675
1780398891.8950849,0,3.605551275463989,0.5880026035475675
1780398891.9950728,0,3.605551275463989,0.5880026035475675
1780398892.0961168,0,3.605551275463989,0.5880026035475675
1780398892.1951196,0,3.605551275463989,0.5880026035475675
1780398892.2958016,0,3.605551275463989,0.5880026035475675
1780398892.3957133,0,3.605551275463989,0.5880026035475675
1780398892.49508,0,3.605551275463989,0.5880026035475675
1780398892.595041,0,3.605551275463989,0.5880026035475675
1780398892.695049,0,3.605551275463989,0.5880026035475675
1780398892.7951121,0,3.605551275463989,0.5880026035475675
1780398892.8952413,0,3.605551275463989,0.5880026035475675
1780398892.9950933,0,3.605551275463989,0.5880026035475675
1780398893.09502,0,3.605551275463989,0.5880026035475675
1780398893.195005,0,3.605551275463989,0.5880026035475675
1780398893.2950637,0,3.605551275463989,0.5880026035475675
1780398893.3951995,0,3.605551275463989,0.5880026035475675
1780398893.495784,0,3.605551275463989,0.5880026035475675
1780398893.5951142,0,3.605551275463989,0.5880026035475675
1780398893.6950932,0,3.605551275463989,0.5880026035475675
1780398893.7950137,0,3.605551275463989,0.5880026035475675
1780398893.895104,0,3.605551275463989,0.5880026035475675
1780398893.9950888,0,3.605551275463989,0.5880026035475675
1780398894.0951345,0,3.605551275463989,0.5880026035475675
1780398894.1956415,0,3.605551275463989,0.5880026035475675
1780398894.2951221,0,3.605551275463989,0.5880026035475675
1780398894.3951633,0,3.605551275463989,0.5880026035475675
1780398894.4950287,0,3.605551275463989,0.5880026035475675
1780398894.595108,0,3.605551275463989,0.5880026035475675
1780398894.695049,0,3.605551275463989,0.5880026035475675
1780398894.7950537,0,3.605551275463989,0.5880026035475675
1780398894.8951092,0,3.605551275463989,0.5880026035475675
1780398894.9950736,0,3.605551275463989,0.5880026035475675
1780398895.0950387,0,3.605551275463989,0.5880026035475675
1780398895.1950817,0,3.605551275463989,0.5880026035475675
1780398895.2954237,0,3.605551275463989,0.5880026035475675
1780398895.3950534,0,3.605551275463989,0.5880026035475675
1780398895.495065,0,3.605551275463989,0.5880026035475675
1780398895.5951035,0,3.605551275463989,0.5880026035475675
1780398895.695051,0,3.605551275463989,0.5880026035475675
1780398895.7952197,0,3.605551275463989,0.5880026035475675
1780398895.8950386,0,3.605551275463989,0.5880026035475675
1780398895.9950342,0,3.605551275463989,0.5880026035475675
1780398896.0950503,0,3.605551275463989,0.5880026035475675
1780398896.1953404,0,3.605551275463989,0.5880026035475675
1780398896.2950044,0,3.605551275463989,0.5880026035475675
1780398896.3950195,0,3.605551275463989,0.5880026035475675
1780398896.4949956,0,3.605551275463989,0.5880026035475675
1780398896.5950582,0,3.605551275463989,0.5880026035475675
1780398896.695082,0,3.605551275463989,0.5880026035475675
1780398896.7950063,0,3.605551275463989,0.5880026035475675
1780398896.8950582,0,3.605551275463989,0.5880026035475675
1780398896.9950793,0,3.605551275463989,0.5880026035475675
1780398897.0955677,0,3.605551275463989,0.5880026035475675
1780398897.1951168,0,3.605551275463989,0.5880026035475675
1780398897.295055,0,3.605551275463989,0.5880026035475675
1780398897.395036,0,3.605551275463989,0.5880026035475675
1780398897.4950352,0,3.605551275463989,0.5880026035475675
1780398897.5951152,0,3.605551275463989,0.5880026035475675
1780398897.695096,0,3.605551275463989,0.5880026035475675
1780398897.7950718,0,3.605551275463989,0.5880026035475675
1780398897.8950794,0,3.605551275463989,0.5880026035475675
1780398897.9952476,0,3.605551275463989,0.5880026035475675
1780398898.0951035,0,3.605551275463989,0.5880026035475675
1780398898.1950161,0,3.605551275463989,0.5880026035475675
1780398898.2950766,0,3.605551275463989,0.5880026035475675
1780398898.3950253,0,3.605551275463989,0.5880026035475675
1780398898.4951456,0,3.605551275463989,0.5880026035475675
1780398898.5951092,0,3.605551275463989,0.5880026035475675
1780398898.69501,0,3.605551275463989,0.5880026035475675
1780398898.7950068,0,3.605551275463989,0.5880026035475675
1780398898.8950825,0,3.605551275463989,0.5880026035475675
1780398898.9950726,0,3.605551275463989,0.5880026035475675
1780398899.0950882,0,3.605551275463989,0.5880026035475675
1780398899.1950722,0,3.605551275463989,0.5880026035475675
1780398899.2950308,0,3.605551275463989,0.5880026035475675
1780398899.3950021,0,3.605551275463989,0.5880026035475675
1780398899.4950633,0,3.605551275463989,0.5880026035475675
1780398899.595066,0,3.605551275463989,0.5880026035475675
